Flight Information:     	                       	                       	                       	     	                	             	          	     	              	           	          	        
Launch Date:            	                       	Sunday, August 20, 2017	                       	     	Launch Time:    	             	5:45:08 PM	     	End of Ascent:	           	1:24:20 AM	        
Station name:           	                       	                       	                       	     	Number of sonde:	             	00627656  	     	              	           	          	        
Ground values:          	                       	                       	                       	     	                	             	          	     	              	           	          	        
Pressure:               	                       	862.9 hPa              	                       	     	Temperature:    	             	25.2 °C   	     	Humidity:     	           	33 %      	        
Wind Direction:         	                       	54 °                   	                       	     	Wind Speed:     	             	4 m/s     	     	Cloud group:  	           	9////     	        
Position:               	                       	                       	                       	     	                	             	          	     	              	           	          	        
Longitude:              	                       	-104.454 °             	                       	     	Latitude:       	             	42.277 °  	     	Altitude:     	           	1389 m    	        
Staff:                  	                       	                       	                       	     	                	             	          	     	              	           	          	        
Company:                	                       	                       	                       	     	                	             	          	     	              	           	          	        
Operator:               	                       	                       	                       	     	                	             	          	     	              	           	          	        
Events:                 	                       	                       	                       	     	                	             	          	     	              	           	          	        
Highest Point:          	                       	20.8 hPa               	                       	     	26681 m         	             	          	     	              	           	          	        
Tropopauses:            	                       	1.: 186.0 hPa          	                       	     	2.: 67.6 hPa    	             	          	     	              	           	          	        
Max Winds:              	                       	1.: 152.7 hPa          	                       	     	                	             	          	     	              	           	          	        
Remarks:                	                       	                       	                       	     	                	             	          	     	              	           	          	        
                        	                       	                       	                       	     	                	             	          	     	              	           	          	        
Profile Data:           	                       	                       	                       	     	                	             	          	     	              	           	          	        
Time                    	P                      	T                      	Hu                     	Ws   	Wd              	Long.        	Lat.      	Alt  	Dewp.         	Virt. Temp 	Rs        	D       
[sec]                   	[hPa]                  	[°C]                   	[%]                    	[m/s]	[°]             	[°]          	[°]       	[m]  	[°C]          	[°C]       	[m/s]     	[kg/m3] 
417                     	665.2                  	9.2                    	28                     	9.3  	297             	-104.444805  	42.274943 	3602 	-8.3          	9.7        	4.3       	0.820822
418                     	664.8                  	9.2                    	28                     	9.2  	297             	-104.444709  	42.274902 	3606 	-8.4          	9.7        	4.3       	0.820510
419                     	664.5                  	9.1                    	28                     	9.2  	297             	-104.444614  	42.274861 	3610 	-8.4          	9.7        	4.3       	0.820198
420                     	664.1                  	9.1                    	28                     	9.1  	297             	-104.444519  	42.274820 	3615 	-8.4          	9.6        	4.3       	0.819885
421                     	663.8                  	9.1                    	28                     	9.1  	297             	-104.444424  	42.274780 	3619 	-8.4          	9.6        	4.3       	0.819572
422                     	663.4                  	9.0                    	28                     	9.0  	296             	-104.444328  	42.274739 	3623 	-8.4          	9.5        	4.3       	0.819258
423                     	663.1                  	9.0                    	28                     	9.0  	296             	-104.444233  	42.274698 	3628 	-8.4          	9.5        	4.3       	0.818945
424                     	662.7                  	8.9                    	28                     	8.9  	296             	-104.444138  	42.274657 	3632 	-8.4          	9.5        	4.3       	0.818632
425                     	662.4                  	8.9                    	28                     	8.9  	296             	-104.444043  	42.274617 	3636 	-8.4          	9.4        	4.3       	0.818319
426                     	662.1                  	8.9                    	28                     	8.8  	296             	-104.443948  	42.274576 	3641 	-8.5          	9.4        	4.3       	0.818006
427                     	661.7                  	8.8                    	28                     	8.8  	296             	-104.443852  	42.274535 	3645 	-8.5          	9.3        	4.3       	0.817693
428                     	661.4                  	8.8                    	28                     	8.7  	296             	-104.443757  	42.274494 	3649 	-8.5          	9.3        	4.3       	0.817380
429                     	661.0                  	8.7                    	28                     	8.7  	296             	-104.443662  	42.274454 	3654 	-8.5          	9.2        	4.3       	0.817067
430                     	660.7                  	8.7                    	28                     	8.6  	296             	-104.443567  	42.274413 	3658 	-8.6          	9.2        	4.3       	0.816755
431                     	660.3                  	8.7                    	28                     	8.7  	296             	-104.443471  	42.274372 	3662 	-8.6          	9.2        	4.3       	0.816442
432                     	660.0                  	8.6                    	28                     	8.7  	297             	-104.443376  	42.274331 	3667 	-8.6          	9.1        	4.3       	0.816130
433                     	659.6                  	8.6                    	28                     	8.8  	297             	-104.443281  	42.274291 	3671 	-8.7          	9.1        	4.3       	0.815819
434                     	659.3                  	8.5                    	28                     	8.8  	298             	-104.443186  	42.274250 	3675 	-8.7          	9.0        	4.3       	0.815511
435                     	658.9                  	8.5                    	28                     	8.9  	299             	-104.443091  	42.274209 	3680 	-8.7          	9.0        	4.3       	0.815203
436                     	658.6                  	8.4                    	28                     	8.9  	299             	-104.442995  	42.274168 	3684 	-8.7          	9.0        	4.3       	0.814895
437                     	658.2                  	8.4                    	28                     	9.0  	300             	-104.442900  	42.274128 	3689 	-8.8          	8.9        	4.3       	0.814588
438                     	657.9                  	8.4                    	28                     	9.0  	300             	-104.442805  	42.274087 	3693 	-8.8          	8.9        	4.3       	0.814280
439                     	657.5                  	8.3                    	28                     	9.1  	301             	-104.442710  	42.274046 	3697 	-8.8          	8.8        	4.3       	0.813969
440                     	657.2                  	8.3                    	28                     	9.1  	302             	-104.442614  	42.274005 	3702 	-8.9          	8.8        	4.3       	0.813658
441                     	656.9                  	8.2                    	29                     	9.2  	302             	-104.442519  	42.273965 	3706 	-8.9          	8.7        	4.3       	0.813348
442                     	656.5                  	8.2                    	29                     	9.2  	303             	-104.442427  	42.273916 	3710 	-8.9          	8.7        	4.4       	0.813037
443                     	656.2                  	8.2                    	29                     	9.3  	303             	-104.442338  	42.273863 	3715 	-9.0          	8.7        	4.4       	0.812727
444                     	655.8                  	8.1                    	29                     	9.3  	304             	-104.442248  	42.273810 	3719 	-9.0          	8.6        	4.4       	0.812417
445                     	655.5                  	8.1                    	29                     	9.4  	304             	-104.442158  	42.273757 	3724 	-9.0          	8.6        	4.4       	0.812102
446                     	655.1                  	8.0                    	29                     	9.5  	305             	-104.442069  	42.273705 	3728 	-9.0          	8.5        	4.4       	0.811788
447                     	654.8                  	8.0                    	29                     	9.5  	305             	-104.441979  	42.273652 	3732 	-9.1          	8.5        	4.4       	0.811463
448                     	654.4                  	8.0                    	29                     	9.6  	306             	-104.441889  	42.273599 	3737 	-9.1          	8.5        	4.4       	0.811138
449                     	654.1                  	7.9                    	29                     	9.6  	306             	-104.441800  	42.273546 	3741 	-9.1          	8.4        	4.4       	0.810812
450                     	653.7                  	7.9                    	29                     	9.7  	307             	-104.441710  	42.273493 	3746 	-9.1          	8.4        	4.4       	0.810486
451                     	653.4                  	7.8                    	29                     	9.7  	307             	-104.441620  	42.273440 	3750 	-9.1          	8.3        	4.4       	0.810160
452                     	653.0                  	7.8                    	29                     	9.7  	307             	-104.441531  	42.273387 	3754 	-9.1          	8.3        	4.4       	0.809835
453                     	652.7                  	7.8                    	29                     	9.6  	307             	-104.441441  	42.273334 	3759 	-9.1          	8.3        	4.4       	0.809509
454                     	652.3                  	7.7                    	29                     	9.6  	307             	-104.441351  	42.273281 	3763 	-9.1          	8.2        	4.4       	0.809184
455                     	652.0                  	7.7                    	29                     	9.6  	307             	-104.441262  	42.273228 	3768 	-9.1          	8.2        	4.4       	0.808859
456                     	651.6                  	7.7                    	29                     	9.6  	307             	-104.441172  	42.273175 	3772 	-9.1          	8.2        	4.4       	0.808534
457                     	651.3                  	7.6                    	29                     	9.6  	307             	-104.441082  	42.273122 	3777 	-9.1          	8.1        	4.4       	0.808208
458                     	650.9                  	7.6                    	29                     	9.5  	308             	-104.440993  	42.273069 	3781 	-9.0          	8.1        	4.4       	0.807883
459                     	650.6                  	7.5                    	30                     	9.5  	308             	-104.440903  	42.273016 	3785 	-9.0          	8.0        	4.4       	0.807558
460                     	650.2                  	7.5                    	30                     	9.5  	308             	-104.440813  	42.272963 	3790 	-9.0          	8.0        	4.4       	0.807238
461                     	649.9                  	7.5                    	30                     	9.5  	308             	-104.440724  	42.272910 	3794 	-9.0          	8.0        	4.4       	0.806929
462                     	649.5                  	7.4                    	30                     	9.5  	308             	-104.440634  	42.272858 	3799 	-9.0          	7.9        	4.4       	0.806620
463                     	649.2                  	7.4                    	30                     	9.4  	308             	-104.440544  	42.272805 	3803 	-9.0          	7.9        	4.4       	0.806311
464                     	648.8                  	7.3                    	30                     	9.4  	308             	-104.440455  	42.272752 	3807 	-9.0          	7.8        	4.4       	0.806002
465                     	648.5                  	7.3                    	30                     	9.4  	308             	-104.440365  	42.272699 	3812 	-9.0          	7.8        	4.4       	0.805693
466                     	648.1                  	7.2                    	30                     	9.4  	308             	-104.440275  	42.272646 	3816 	-9.0          	7.8        	4.4       	0.805384
467                     	647.8                  	7.2                    	30                     	9.4  	308             	-104.440186  	42.272593 	3821 	-9.0          	7.7        	4.4       	0.805075
468                     	647.4                  	7.2                    	30                     	9.3  	308             	-104.440096  	42.272540 	3825 	-9.0          	7.7        	4.4       	0.804767
469                     	647.1                  	7.1                    	31                     	9.3  	309             	-104.440006  	42.272487 	3830 	-9.0          	7.6        	4.4       	0.804445
470                     	646.7                  	7.1                    	31                     	9.3  	309             	-104.439917  	42.272434 	3834 	-9.0          	7.6        	4.4       	0.804123
471                     	646.4                  	7.0                    	31                     	9.3  	309             	-104.439827  	42.272381 	3838 	-9.0          	7.5        	4.4       	0.803802
472                     	646.0                  	7.0                    	31                     	9.3  	309             	-104.439737  	42.272328 	3843 	-9.0          	7.5        	4.4       	0.803480
473                     	645.6                  	6.9                    	31                     	9.3  	309             	-104.439652  	42.272275 	3847 	-9.0          	7.5        	4.6       	0.803160
474                     	645.3                  	6.9                    	31                     	9.3  	309             	-104.439568  	42.272222 	3852 	-9.0          	7.4        	5.0       	0.802845
475                     	644.9                  	6.9                    	31                     	9.3  	309             	-104.439484  	42.272169 	3857 	-9.0          	7.4        	5.0       	0.802485
476                     	644.5                  	6.8                    	31                     	9.2  	309             	-104.439400  	42.272116 	3862 	-9.0          	7.3        	5.0       	0.802126
477                     	644.1                  	6.8                    	31                     	9.2  	309             	-104.439317  	42.272063 	3867 	-9.0          	7.3        	5.0       	0.801767
478                     	643.7                  	6.7                    	31                     	9.2  	309             	-104.439233  	42.272009 	3872 	-9.1          	7.2        	5.0       	0.801408
479                     	643.3                  	6.7                    	31                     	9.2  	309             	-104.439149  	42.271956 	3877 	-9.1          	7.2        	5.0       	0.801049
480                     	642.9                  	6.6                    	31                     	9.2  	309             	-104.439065  	42.271903 	3882 	-9.2          	7.1        	5.0       	0.800690
481                     	642.5                  	6.6                    	31                     	9.2  	309             	-104.438982  	42.271850 	3887 	-9.2          	7.1        	5.0       	0.800331
482                     	642.2                  	6.5                    	31                     	9.2  	308             	-104.438898  	42.271797 	3893 	-9.3          	7.0        	5.0       	0.799972
483                     	641.8                  	6.5                    	31                     	9.2  	308             	-104.438814  	42.271744 	3898 	-9.3          	7.0        	5.0       	0.799614
484                     	641.4                  	6.5                    	31                     	9.2  	308             	-104.438730  	42.271691 	3903 	-9.4          	6.9        	5.0       	0.799255
485                     	641.0                  	6.4                    	31                     	9.1  	308             	-104.438647  	42.271638 	3908 	-9.4          	6.9        	5.0       	0.798897
486                     	640.6                  	6.4                    	31                     	9.1  	308             	-104.438563  	42.271584 	3913 	-9.4          	6.9        	5.0       	0.798539
487                     	640.2                  	6.3                    	31                     	9.1  	308             	-104.438479  	42.271531 	3918 	-9.5          	6.8        	5.0       	0.798194
488                     	639.8                  	6.3                    	31                     	9.1  	308             	-104.438395  	42.271478 	3923 	-9.6          	6.7        	5.0       	0.797855
489                     	639.4                  	6.2                    	31                     	9.1  	308             	-104.438311  	42.271425 	3928 	-9.6          	6.7        	5.0       	0.797516
490                     	639.0                  	6.2                    	31                     	9.1  	308             	-104.438228  	42.271372 	3933 	-9.7          	6.6        	5.0       	0.797178
491                     	638.6                  	6.1                    	31                     	9.1  	309             	-104.438144  	42.271319 	3938 	-9.7          	6.6        	5.0       	0.796839
492                     	638.2                  	6.1                    	31                     	9.1  	309             	-104.438060  	42.271266 	3943 	-9.7          	6.5        	5.0       	0.796501
493                     	637.9                  	6.0                    	31                     	9.1  	309             	-104.437976  	42.271213 	3948 	-9.7          	6.5        	5.0       	0.796163
494                     	637.5                  	6.0                    	31                     	9.1  	309             	-104.437893  	42.271159 	3953 	-9.7          	6.4        	5.0       	0.795824
495                     	637.1                  	5.9                    	31                     	9.1  	309             	-104.437809  	42.271106 	3958 	-9.7          	6.4        	5.0       	0.795486
496                     	636.7                  	5.8                    	31                     	9.1  	310             	-104.437725  	42.271053 	3963 	-9.8          	6.3        	5.0       	0.795148
497                     	636.3                  	5.8                    	31                     	9.1  	310             	-104.437641  	42.271000 	3968 	-9.8          	6.3        	5.0       	0.794810
498                     	635.9                  	5.7                    	32                     	9.1  	310             	-104.437558  	42.270947 	3973 	-9.8          	6.2        	5.0       	0.794473
499                     	635.5                  	5.7                    	32                     	9.1  	310             	-104.437474  	42.270894 	3978 	-9.8          	6.2        	5.0       	0.794143
500                     	635.2                  	5.6                    	32                     	9.0  	310             	-104.437390  	42.270841 	3983 	-9.8          	6.1        	5.0       	0.793809
501                     	634.8                  	5.6                    	32                     	9.0  	311             	-104.437306  	42.270787 	3988 	-9.8          	6.1        	5.0       	0.793460
502                     	634.4                  	5.6                    	32                     	9.0  	311             	-104.437222  	42.270734 	3993 	-9.8          	6.0        	5.0       	0.793111
503                     	634.0                  	5.5                    	32                     	9.0  	311             	-104.437140  	42.270681 	3998 	-9.8          	6.0        	4.9       	0.792762
504                     	633.6                  	5.5                    	32                     	9.0  	311             	-104.437062  	42.270625 	4002 	-9.8          	5.9        	4.6       	0.792413
505                     	633.3                  	5.4                    	32                     	9.0  	311             	-104.436985  	42.270570 	4007 	-9.8          	5.9        	4.6       	0.792097
506                     	632.9                  	5.4                    	32                     	9.0  	312             	-104.436907  	42.270514 	4011 	-9.8          	5.9        	4.6       	0.791782
507                     	632.6                  	5.3                    	32                     	9.0  	312             	-104.436829  	42.270458 	4016 	-9.8          	5.8        	4.6       	0.791466
508                     	632.2                  	5.3                    	32                     	9.0  	312             	-104.436751  	42.270403 	4020 	-9.8          	5.8        	4.6       	0.791151
509                     	631.9                  	5.2                    	33                     	9.0  	312             	-104.436674  	42.270347 	4025 	-9.8          	5.7        	4.6       	0.790836
510                     	631.5                  	5.2                    	33                     	9.0  	313             	-104.436596  	42.270292 	4030 	-9.8          	5.7        	4.6       	0.790521
511                     	631.2                  	5.1                    	33                     	9.0  	313             	-104.436518  	42.270236 	4034 	-9.8          	5.6        	4.6       	0.790206
512                     	630.8                  	5.1                    	33                     	9.0  	313             	-104.436441  	42.270180 	4039 	-9.8          	5.6        	4.6       	0.789891
513                     	630.4                  	5.1                    	33                     	9.0  	313             	-104.436363  	42.270125 	4043 	-9.8          	5.5        	4.6       	0.789576
514                     	630.1                  	5.0                    	33                     	9.0  	313             	-104.436285  	42.270069 	4048 	-9.8          	5.5        	4.6       	0.789248
515                     	629.7                  	5.0                    	33                     	9.0  	313             	-104.436208  	42.270014 	4052 	-9.8          	5.5        	4.6       	0.788917
516                     	629.4                  	4.9                    	33                     	9.0  	313             	-104.436130  	42.269958 	4057 	-9.8          	5.4        	4.6       	0.788586
517                     	629.0                  	4.9                    	34                     	9.0  	313             	-104.436052  	42.269903 	4062 	-9.7          	5.4        	4.6       	0.788254
518                     	628.7                  	4.9                    	34                     	9.0  	314             	-104.435974  	42.269847 	4066 	-9.7          	5.4        	4.6       	0.787923
519                     	628.3                  	4.8                    	34                     	9.0  	314             	-104.435897  	42.269791 	4071 	-9.7          	5.3        	4.6       	0.787592
520                     	628.0                  	4.8                    	34                     	9.0  	314             	-104.435819  	42.269736 	4075 	-9.7          	5.3        	4.6       	0.787262
521                     	627.6                  	4.7                    	34                     	9.0  	314             	-104.435741  	42.269680 	4080 	-9.7          	5.2        	4.6       	0.786931
522                     	627.3                  	4.7                    	34                     	9.0  	314             	-104.435664  	42.269625 	4084 	-9.7          	5.2        	4.6       	0.786600
523                     	626.9                  	4.7                    	34                     	9.0  	314             	-104.435586  	42.269569 	4089 	-9.7          	5.2        	4.6       	0.786270
524                     	626.6                  	4.6                    	34                     	9.0  	314             	-104.435508  	42.269514 	4094 	-9.7          	5.1        	4.6       	0.785939
525                     	626.2                  	4.6                    	35                     	9.0  	314             	-104.435431  	42.269458 	4098 	-9.7          	5.1        	4.6       	0.785609
526                     	625.9                  	4.6                    	35                     	9.0  	315             	-104.435353  	42.269402 	4103 	-9.7          	5.0        	4.6       	0.785278
527                     	625.5                  	4.5                    	35                     	9.0  	315             	-104.435275  	42.269347 	4107 	-9.6          	5.0        	4.6       	0.784954
528                     	625.2                  	4.5                    	35                     	9.0  	315             	-104.435197  	42.269291 	4112 	-9.6          	5.0        	4.6       	0.784639
529                     	624.8                  	4.4                    	35                     	9.0  	315             	-104.435120  	42.269236 	4116 	-9.6          	4.9        	4.6       	0.784324
530                     	624.5                  	4.4                    	35                     	9.0  	315             	-104.435042  	42.269180 	4121 	-9.6          	4.9        	4.6       	0.784008
531                     	624.1                  	4.3                    	35                     	9.0  	315             	-104.434964  	42.269124 	4126 	-9.7          	4.8        	4.6       	0.783693
532                     	623.8                  	4.3                    	35                     	9.0  	315             	-104.434887  	42.269069 	4130 	-9.7          	4.8        	4.6       	0.783378
533                     	623.4                  	4.2                    	35                     	9.0  	315             	-104.434809  	42.269013 	4135 	-9.7          	4.7        	4.6       	0.783063
534                     	623.1                  	4.2                    	35                     	9.0  	315             	-104.434730  	42.268958 	4139 	-9.8          	4.7        	4.6       	0.782749
535                     	622.7                  	4.2                    	35                     	9.0  	315             	-104.434644  	42.268905 	4144 	-9.8          	4.6        	4.7       	0.782418
536                     	622.3                  	4.1                    	35                     	8.9  	315             	-104.434559  	42.268852 	4149 	-9.8          	4.6        	4.7       	0.782088
537                     	622.0                  	4.1                    	35                     	8.9  	315             	-104.434474  	42.268799 	4154 	-9.9          	4.6        	4.7       	0.781759
538                     	621.6                  	4.0                    	35                     	8.9  	315             	-104.434388  	42.268746 	4158 	-9.9          	4.5        	4.7       	0.781429
539                     	621.3                  	4.0                    	35                     	8.9  	314             	-104.434303  	42.268693 	4163 	-10.0         	4.5        	4.7       	0.781100
540                     	620.9                  	3.9                    	35                     	8.9  	314             	-104.434218  	42.268640 	4168 	-10.0         	4.4        	4.7       	0.780770
541                     	620.5                  	3.9                    	35                     	8.9  	314             	-104.434132  	42.268586 	4173 	-10.0         	4.4        	4.7       	0.780444
542                     	620.2                  	3.8                    	35                     	8.9  	314             	-104.434047  	42.268533 	4177 	-10.1         	4.3        	4.7       	0.780118
543                     	619.8                  	3.8                    	35                     	8.9  	314             	-104.433961  	42.268480 	4182 	-10.1         	4.3        	4.7       	0.779792
544                     	619.5                  	3.8                    	35                     	8.9  	314             	-104.433876  	42.268427 	4187 	-10.2         	4.2        	4.7       	0.779466
545                     	619.1                  	3.7                    	35                     	8.9  	314             	-104.433791  	42.268374 	4192 	-10.1         	4.2        	4.7       	0.779141
546                     	618.7                  	3.7                    	35                     	8.9  	314             	-104.433705  	42.268321 	4196 	-10.1         	4.1        	4.7       	0.778816
547                     	618.4                  	3.6                    	36                     	8.9  	314             	-104.433620  	42.268268 	4201 	-10.1         	4.1        	4.7       	0.778490
548                     	618.0                  	3.6                    	36                     	8.8  	314             	-104.433535  	42.268215 	4206 	-10.1         	4.0        	4.7       	0.778164
549                     	617.6                  	3.5                    	36                     	8.8  	314             	-104.433449  	42.268162 	4210 	-10.1         	4.0        	4.7       	0.777839
550                     	617.3                  	3.5                    	36                     	8.8  	314             	-104.433364  	42.268108 	4215 	-10.1         	4.0        	4.7       	0.777514
551                     	616.9                  	3.4                    	36                     	8.9  	313             	-104.433278  	42.268055 	4220 	-10.1         	3.9        	4.7       	0.777189
552                     	616.6                  	3.4                    	36                     	8.9  	313             	-104.433193  	42.268002 	4225 	-10.1         	3.9        	4.7       	0.776864
553                     	616.2                  	3.3                    	36                     	8.9  	312             	-104.433108  	42.267949 	4229 	-10.1         	3.8        	4.7       	0.776539
554                     	615.9                  	3.3                    	37                     	9.0  	312             	-104.433022  	42.267896 	4234 	-10.1         	3.8        	4.7       	0.776213
555                     	615.5                  	3.3                    	37                     	9.0  	311             	-104.432937  	42.267843 	4239 	-10.1         	3.7        	4.7       	0.775887
556                     	615.1                  	3.2                    	37                     	9.0  	310             	-104.432852  	42.267790 	4244 	-10.1         	3.7        	4.7       	0.775560
557                     	614.8                  	3.2                    	37                     	9.1  	310             	-104.432766  	42.267737 	4248 	-10.1         	3.6        	4.7       	0.775234
558                     	614.4                  	3.1                    	37                     	9.1  	309             	-104.432681  	42.267684 	4253 	-10.1         	3.6        	4.7       	0.774908
559                     	614.1                  	3.1                    	37                     	9.2  	309             	-104.432595  	42.267631 	4258 	-10.1         	3.6        	4.7       	0.774581
560                     	613.7                  	3.0                    	37                     	9.2  	308             	-104.432510  	42.267577 	4263 	-10.0         	3.5        	4.7       	0.774255
561                     	613.3                  	3.0                    	38                     	9.2  	308             	-104.432425  	42.267524 	4267 	-10.0         	3.5        	4.7       	0.773929
562                     	613.0                  	2.9                    	38                     	9.3  	307             	-104.432339  	42.267471 	4272 	-10.0         	3.4        	4.7       	0.773603
563                     	612.6                  	2.9                    	38                     	9.3  	307             	-104.432254  	42.267418 	4277 	-10.0         	3.4        	4.7       	0.773278
564                     	612.3                  	2.8                    	38                     	9.4  	306             	-104.432169  	42.267365 	4282 	-10.0         	3.3        	4.7       	0.772952
565                     	611.9                  	2.8                    	38                     	9.4  	306             	-104.432072  	42.267324 	4286 	-9.9          	3.3        	4.9       	0.772603
566                     	611.5                  	2.8                    	38                     	9.4  	305             	-104.431970  	42.267288 	4291 	-9.9          	3.2        	5.0       	0.772254
567                     	611.1                  	2.7                    	39                     	9.5  	305             	-104.431869  	42.267252 	4296 	-9.9          	3.2        	5.0       	0.771905
568                     	610.8                  	2.7                    	39                     	9.5  	304             	-104.431768  	42.267216 	4301 	-9.9          	3.2        	5.0       	0.771543
569                     	610.4                  	2.6                    	39                     	9.6  	304             	-104.431666  	42.267180 	4306 	-9.9          	3.1        	5.0       	0.771182
570                     	610.0                  	2.6                    	39                     	9.6  	304             	-104.431565  	42.267143 	4311 	-9.8          	3.1        	5.0       	0.770820
571                     	609.6                  	2.6                    	39                     	9.6  	303             	-104.431464  	42.267107 	4316 	-9.8          	3.0        	5.0       	0.770457
572                     	609.3                  	2.5                    	39                     	9.6  	303             	-104.431362  	42.267071 	4321 	-9.9          	3.0        	5.0       	0.770095
573                     	608.9                  	2.5                    	39                     	9.6  	302             	-104.431261  	42.267035 	4326 	-10.0         	3.0        	5.0       	0.769732
574                     	608.5                  	2.4                    	39                     	9.5  	302             	-104.431160  	42.266999 	4331 	-10.0         	2.9        	5.0       	0.769370
575                     	608.1                  	2.4                    	39                     	9.5  	301             	-104.431058  	42.266963 	4336 	-10.1         	2.9        	5.0       	0.769008
576                     	607.8                  	2.4                    	39                     	9.5  	301             	-104.430957  	42.266927 	4341 	-10.2         	2.8        	5.0       	0.768646
577                     	607.4                  	2.3                    	39                     	9.5  	300             	-104.430856  	42.266891 	4346 	-10.2         	2.8        	5.0       	0.768284
578                     	607.0                  	2.3                    	39                     	9.5  	300             	-104.430754  	42.266855 	4351 	-10.3         	2.7        	5.0       	0.767922
579                     	606.6                  	2.2                    	39                     	9.4  	299             	-104.430653  	42.266819 	4356 	-10.3         	2.7        	5.0       	0.767561
580                     	606.3                  	2.2                    	39                     	9.4  	299             	-104.430552  	42.266782 	4361 	-10.4         	2.7        	5.0       	0.767199
581                     	605.9                  	2.2                    	39                     	9.4  	298             	-104.430450  	42.266746 	4366 	-10.5         	2.6        	5.0       	0.766817
582                     	605.5                  	2.1                    	38                     	9.4  	298             	-104.430349  	42.266710 	4371 	-10.5         	2.6        	5.0       	0.766416
583                     	605.1                  	2.1                    	38                     	9.4  	297             	-104.430248  	42.266674 	4376 	-10.6         	2.6        	5.0       	0.766014
584                     	604.8                  	2.1                    	38                     	9.4  	297             	-104.430146  	42.266638 	4381 	-10.6         	2.5        	5.0       	0.765612
585                     	604.4                  	2.1                    	38                     	9.4  	296             	-104.430045  	42.266602 	4386 	-10.7         	2.5        	5.0       	0.765211
586                     	604.0                  	2.0                    	38                     	9.3  	296             	-104.429944  	42.266566 	4391 	-10.8         	2.5        	5.0       	0.764810
587                     	603.6                  	2.0                    	38                     	9.3  	295             	-104.429842  	42.266530 	4396 	-10.9         	2.5        	5.0       	0.764409
588                     	603.3                  	2.0                    	37                     	9.3  	295             	-104.429741  	42.266494 	4401 	-11.0         	2.4        	5.0       	0.764009
589                     	602.9                  	2.0                    	37                     	9.3  	294             	-104.429640  	42.266458 	4406 	-11.1         	2.4        	5.0       	0.763608
590                     	602.5                  	1.9                    	37                     	9.3  	294             	-104.429538  	42.266421 	4411 	-11.2         	2.4        	5.0       	0.763208
591                     	602.2                  	1.9                    	37                     	9.3  	294             	-104.429437  	42.266385 	4416 	-11.3         	2.3        	5.0       	0.762807
592                     	601.8                  	1.9                    	37                     	9.2  	294             	-104.429336  	42.266349 	4421 	-11.3         	2.3        	5.0       	0.762407
593                     	601.4                  	1.8                    	36                     	9.2  	294             	-104.429234  	42.266313 	4426 	-11.4         	2.3        	5.0       	0.762008
594                     	601.0                  	1.8                    	36                     	9.2  	295             	-104.429133  	42.266277 	4431 	-11.5         	2.3        	5.0       	0.761608
595                     	600.7                  	1.8                    	36                     	9.1  	295             	-104.429032  	42.266241 	4436 	-11.6         	2.2        	5.0       	0.761262
596                     	600.3                  	1.8                    	36                     	9.1  	295             	-104.428939  	42.266212 	4441 	-11.7         	2.2        	4.7       	0.760917
597                     	600.0                  	1.7                    	36                     	9.1  	295             	-104.428845  	42.266182 	4446 	-11.8         	2.1        	4.6       	0.760572
598                     	599.6                  	1.7                    	35                     	9.0  	295             	-104.428752  	42.266152 	4450 	-11.9         	2.1        	4.6       	0.760227
599                     	599.3                  	1.6                    	35                     	9.0  	296             	-104.428658  	42.266122 	4455 	-12.0         	2.1        	4.6       	0.759883
600                     	598.9                  	1.6                    	35                     	9.0  	296             	-104.428565  	42.266093 	4459 	-12.1         	2.0        	4.6       	0.759538
601                     	598.6                  	1.6                    	35                     	8.9  	296             	-104.428472  	42.266063 	4464 	-12.1         	2.0        	4.6       	0.759199
602                     	598.3                  	1.5                    	35                     	8.9  	296             	-104.428378  	42.266033 	4469 	-12.2         	2.0        	4.6       	0.758860
603                     	597.9                  	1.5                    	35                     	8.9  	296             	-104.428285  	42.266003 	4473 	-12.3         	1.9        	4.6       	0.758522
604                     	597.6                  	1.5                    	35                     	8.8  	297             	-104.428191  	42.265974 	4478 	-12.4         	1.9        	4.6       	0.758183
605                     	597.2                  	1.4                    	35                     	8.8  	297             	-104.428098  	42.265944 	4483 	-12.5         	1.8        	4.6       	0.757845
606                     	596.9                  	1.4                    	34                     	8.8  	297             	-104.428004  	42.265914 	4487 	-12.5         	1.8        	4.6       	0.757507
607                     	596.5                  	1.4                    	34                     	8.7  	297             	-104.427911  	42.265884 	4492 	-12.6         	1.8        	4.6       	0.757168
608                     	596.2                  	1.3                    	34                     	8.7  	298             	-104.427817  	42.265854 	4497 	-12.7         	1.7        	4.6       	0.756845
609                     	595.8                  	1.3                    	34                     	8.7  	298             	-104.427724  	42.265825 	4501 	-12.8         	1.7        	4.6       	0.756527
610                     	595.5                  	1.2                    	34                     	8.6  	298             	-104.427631  	42.265795 	4506 	-12.9         	1.6        	4.6       	0.756209
611                     	595.2                  	1.2                    	34                     	8.6  	297             	-104.427537  	42.265765 	4511 	-12.9         	1.6        	4.6       	0.755892
612                     	594.8                  	1.1                    	34                     	8.6  	297             	-104.427444  	42.265735 	4515 	-13.0         	1.5        	4.6       	0.755575
613                     	594.5                  	1.1                    	34                     	8.5  	296             	-104.427350  	42.265706 	4520 	-13.1         	1.5        	4.6       	0.755257
614                     	594.1                  	1.1                    	34                     	8.5  	296             	-104.427257  	42.265676 	4525 	-13.1         	1.4        	4.6       	0.754940
