Flight Information:     	                        	                       	                   	     	                	             	           	     	              	           	          	        
Launch Date:            	                        	Sunday, August 20, 2017	                   	     	Launch Time:    	             	11:49:08 PM	     	End of Ascent:	           	1:10:29 AM	        
Station name:           	                        	                       	                   	     	Number of sonde:	             	00627841   	     	              	           	          	        
Ground values:          	                        	                       	                   	     	                	             	           	     	              	           	          	        
Pressure:               	                        	859.8 hPa              	                   	     	Temperature:    	             	28.8 °C    	     	Humidity:     	           	34 %      	        
Wind Direction:         	                        	125 °                  	                   	     	Wind Speed:     	             	8 m/s      	     	Cloud group:  	           	9////     	        
Position:               	                        	                       	                   	     	                	             	           	     	              	           	          	        
Longitude:              	                        	-104.454 °             	                   	     	Latitude:       	             	42.277 °   	     	Altitude:     	           	1389 m    	        
Staff:                  	                        	                       	                   	     	                	             	           	     	              	           	          	        
Company:                	                        	                       	                   	     	                	             	           	     	              	           	          	        
Operator:               	                        	                       	                   	     	                	             	           	     	              	           	          	        
Events:                 	                        	                       	                   	     	                	             	           	     	              	           	          	        
Highest Point:          	                        	22.3 hPa               	                   	     	26181 m         	             	           	     	              	           	          	        
Tropopauses:            	                        	1.: 121.2 hPa          	                   	     	                	             	           	     	              	           	          	        
Max Winds:              	                        	1.: 181.9 hPa          	                   	     	                	             	           	     	              	           	          	        
Remarks:                	                        	                       	                   	     	                	             	           	     	              	           	          	        
                        	                        	                       	                   	     	                	             	           	     	              	           	          	        
Profile Data:           	                        	                       	                   	     	                	             	           	     	              	           	          	        
Time                    	P                       	T                      	Hu                 	Ws   	Wd              	Long.        	Lat.       	Alt  	Dewp.         	Virt. Temp 	Rs        	D       
[sec]                   	[hPa]                   	[°C]                   	[%]                	[m/s]	[°]             	[°]          	[°]        	[m]  	[°C]          	[°C]       	[m/s]     	[kg/m3] 
219                     	726.2                   	15.6                   	25                 	5.6  	165             	-104.463077  	42.292846  	2850 	-4.2          	16.3       	6.2       	0.876226
220                     	725.7                   	15.6                   	25                 	5.6  	166             	-104.463089  	42.292896  	2857 	-4.4          	16.3       	6.2       	0.875651
221                     	725.2                   	15.6                   	24                 	5.7  	167             	-104.463101  	42.292946  	2863 	-4.6          	16.2       	6.2       	0.875077
222                     	724.6                   	15.6                   	24                 	5.7  	169             	-104.463112  	42.292996  	2869 	-4.8          	16.2       	6.2       	0.874522
223                     	724.1                   	15.5                   	24                 	5.7  	170             	-104.463124  	42.293046  	2875 	-5.0          	16.2       	6.2       	0.873967
224                     	723.6                   	15.5                   	24                 	5.8  	171             	-104.463136  	42.293096  	2881 	-5.2          	16.1       	6.2       	0.873412
225                     	723.1                   	15.5                   	23                 	5.8  	173             	-104.463147  	42.293146  	2887 	-5.3          	16.1       	6.2       	0.872858
226                     	722.5                   	15.5                   	23                 	5.9  	174             	-104.463159  	42.293196  	2894 	-5.5          	16.1       	6.2       	0.872304
227                     	722.0                   	15.4                   	23                 	5.9  	175             	-104.463171  	42.293246  	2900 	-5.7          	16.0       	6.2       	0.871750
228                     	721.5                   	15.4                   	22                 	5.9  	176             	-104.463182  	42.293296  	2906 	-5.9          	16.0       	6.2       	0.871197
229                     	721.0                   	15.4                   	22                 	5.9  	177             	-104.463194  	42.293346  	2912 	-6.1          	16.0       	6.2       	0.870674
230                     	720.5                   	15.3                   	22                 	6.0  	178             	-104.463190  	42.293403  	2918 	-6.3          	15.9       	5.8       	0.870151
231                     	720.0                   	15.3                   	21                 	6.0  	179             	-104.463186  	42.293459  	2924 	-6.5          	15.9       	5.8       	0.869628
232                     	719.5                   	15.3                   	21                 	6.1  	179             	-104.463182  	42.293516  	2930 	-6.7          	15.9       	5.8       	0.869105
233                     	719.0                   	15.3                   	21                 	6.1  	179             	-104.463177  	42.293573  	2935 	-6.9          	15.8       	5.8       	0.868583
234                     	718.5                   	15.2                   	21                 	6.1  	179             	-104.463173  	42.293630  	2941 	-7.1          	15.8       	5.8       	0.868061
235                     	718.0                   	15.2                   	21                 	6.2  	179             	-104.463169  	42.293687  	2947 	-7.1          	15.7       	5.8       	0.867578
236                     	717.5                   	15.2                   	21                 	6.2  	179             	-104.463164  	42.293744  	2953 	-7.2          	15.7       	5.8       	0.867121
237                     	717.0                   	15.1                   	21                 	6.2  	179             	-104.463160  	42.293801  	2959 	-7.3          	15.6       	5.8       	0.866664
238                     	716.5                   	15.1                   	21                 	6.3  	179             	-104.463156  	42.293857  	2964 	-7.3          	15.6       	5.8       	0.866207
239                     	716.0                   	15.0                   	21                 	6.3  	179             	-104.463151  	42.293914  	2970 	-7.4          	15.6       	5.8       	0.865751
240                     	715.5                   	15.0                   	20                 	6.3  	180             	-104.463147  	42.293971  	2976 	-7.4          	15.5       	5.8       	0.865294
241                     	715.0                   	14.9                   	20                 	6.4  	180             	-104.463143  	42.294028  	2982 	-7.5          	15.5       	5.8       	0.864838
242                     	714.5                   	14.9                   	20                 	6.4  	180             	-104.463139  	42.294085  	2988 	-7.5          	15.4       	5.8       	0.864382
243                     	714.0                   	14.8                   	20                 	6.4  	180             	-104.463134  	42.294142  	2994 	-7.6          	15.4       	5.8       	0.863926
244                     	713.5                   	14.8                   	20                 	6.5  	180             	-104.463130  	42.294198  	2999 	-7.7          	15.3       	5.8       	0.863470
245                     	713.1                   	14.7                   	20                 	6.5  	180             	-104.463126  	42.294255  	3005 	-7.7          	15.3       	5.8       	0.863014
246                     	712.6                   	14.7                   	20                 	6.5  	180             	-104.463121  	42.294312  	3011 	-7.8          	15.2       	5.8       	0.862559
247                     	712.1                   	14.6                   	20                 	6.6  	180             	-104.463117  	42.294369  	3017 	-7.8          	15.2       	5.8       	0.862104
248                     	711.6                   	14.6                   	20                 	6.6  	180             	-104.463113  	42.294426  	3023 	-7.8          	15.1       	5.8       	0.861646
249                     	711.1                   	14.6                   	20                 	6.6  	180             	-104.463108  	42.294483  	3029 	-7.8          	15.1       	5.8       	0.861169
250                     	710.6                   	14.5                   	21                 	6.7  	181             	-104.463104  	42.294539  	3034 	-7.7          	15.0       	5.8       	0.860692
251                     	710.1                   	14.5                   	21                 	6.6  	181             	-104.463100  	42.294596  	3040 	-7.7          	15.0       	5.8       	0.860216
252                     	709.6                   	14.4                   	21                 	6.6  	181             	-104.463095  	42.294653  	3046 	-7.7          	15.0       	5.8       	0.859739
253                     	709.1                   	14.4                   	21                 	6.5  	182             	-104.463091  	42.294710  	3052 	-7.6          	14.9       	5.8       	0.859263
254                     	708.6                   	14.4                   	21                 	6.5  	182             	-104.463087  	42.294767  	3058 	-7.6          	14.9       	5.8       	0.858787
255                     	708.2                   	14.3                   	21                 	6.4  	183             	-104.463082  	42.294824  	3063 	-7.6          	14.9       	5.8       	0.858311
256                     	707.7                   	14.3                   	21                 	6.4  	183             	-104.463078  	42.294881  	3069 	-7.5          	14.8       	5.8       	0.857835
257                     	707.2                   	14.3                   	21                 	6.3  	183             	-104.463074  	42.294937  	3075 	-7.5          	14.8       	5.8       	0.857360
258                     	706.7                   	14.2                   	21                 	6.2  	184             	-104.463069  	42.294994  	3081 	-7.4          	14.7       	5.8       	0.856885
259                     	706.2                   	14.2                   	22                 	6.2  	184             	-104.463065  	42.295051  	3087 	-7.4          	14.7       	5.8       	0.856404
260                     	705.7                   	14.1                   	22                 	6.1  	185             	-104.463056  	42.295104  	3093 	-7.4          	14.7       	5.9       	0.855923
261                     	705.2                   	14.1                   	22                 	6.1  	185             	-104.463041  	42.295153  	3098 	-7.3          	14.6       	5.9       	0.855442
262                     	704.7                   	14.1                   	22                 	6.0  	186             	-104.463026  	42.295201  	3104 	-7.3          	14.6       	5.9       	0.854970
263                     	704.2                   	14.0                   	22                 	6.0  	186             	-104.463011  	42.295250  	3110 	-7.3          	14.6       	5.9       	0.854501
264                     	703.7                   	14.0                   	22                 	5.9  	186             	-104.462996  	42.295298  	3116 	-7.2          	14.5       	5.9       	0.854033
265                     	703.3                   	13.9                   	22                 	5.9  	187             	-104.462981  	42.295347  	3122 	-7.2          	14.5       	5.9       	0.853563
266                     	702.8                   	13.9                   	22                 	5.8  	187             	-104.462966  	42.295395  	3128 	-7.2          	14.4       	5.9       	0.853093
267                     	702.3                   	13.8                   	23                 	5.8  	188             	-104.462951  	42.295444  	3134 	-7.2          	14.4       	5.9       	0.852623
268                     	701.8                   	13.8                   	23                 	5.7  	188             	-104.462936  	42.295492  	3140 	-7.1          	14.3       	5.9       	0.852154
269                     	701.3                   	13.8                   	23                 	5.7  	189             	-104.462921  	42.295541  	3146 	-7.1          	14.3       	5.9       	0.851685
270                     	700.8                   	13.7                   	23                 	5.6  	189             	-104.462906  	42.295589  	3152 	-7.1          	14.3       	5.9       	0.851216
271                     	700.3                   	13.7                   	23                 	5.6  	190             	-104.462892  	42.295638  	3158 	-7.0          	14.2       	5.9       	0.850747
272                     	699.8                   	13.6                   	23                 	5.6  	190             	-104.462877  	42.295686  	3163 	-7.0          	14.2       	5.9       	0.850278
273                     	699.3                   	13.6                   	23                 	5.6  	190             	-104.462862  	42.295735  	3169 	-7.0          	14.1       	5.9       	0.849809
274                     	698.8                   	13.5                   	23                 	5.6  	190             	-104.462847  	42.295783  	3175 	-6.9          	14.1       	5.9       	0.849341
275                     	698.3                   	13.5                   	23                 	5.6  	191             	-104.462832  	42.295832  	3181 	-7.0          	14.1       	5.9       	0.848874
276                     	697.9                   	13.4                   	23                 	5.6  	191             	-104.462817  	42.295880  	3187 	-7.0          	14.0       	5.9       	0.848415
277                     	697.4                   	13.4                   	23                 	5.6  	191             	-104.462802  	42.295929  	3193 	-7.0          	14.0       	5.9       	0.847955
278                     	696.9                   	13.4                   	24                 	5.6  	191             	-104.462787  	42.295977  	3199 	-7.0          	13.9       	5.9       	0.847495
279                     	696.4                   	13.3                   	24                 	5.6  	192             	-104.462772  	42.296026  	3205 	-7.0          	13.9       	5.9       	0.847036
280                     	695.9                   	13.3                   	24                 	5.6  	192             	-104.462757  	42.296074  	3211 	-7.0          	13.8       	5.9       	0.846577
281                     	695.4                   	13.2                   	24                 	5.6  	192             	-104.462742  	42.296123  	3217 	-7.0          	13.8       	5.9       	0.846118
282                     	694.9                   	13.2                   	24                 	5.6  	192             	-104.462727  	42.296171  	3222 	-7.1          	13.7       	5.9       	0.845659
283                     	694.4                   	13.1                   	24                 	5.6  	193             	-104.462712  	42.296220  	3228 	-7.1          	13.7       	5.9       	0.845200
284                     	693.9                   	13.1                   	24                 	5.6  	193             	-104.462697  	42.296269  	3234 	-7.1          	13.6       	5.9       	0.844742
285                     	693.5                   	13.0                   	24                 	5.6  	193             	-104.462682  	42.296317  	3240 	-7.1          	13.6       	5.9       	0.844284
286                     	693.0                   	13.0                   	24                 	5.6  	193             	-104.462667  	42.296366  	3246 	-7.1          	13.6       	5.9       	0.843825
287                     	692.5                   	12.9                   	24                 	5.6  	194             	-104.462652  	42.296414  	3252 	-7.1          	13.5       	5.9       	0.843368
288                     	692.0                   	12.9                   	24                 	5.6  	194             	-104.462637  	42.296463  	3258 	-7.1          	13.5       	5.9       	0.842910
289                     	691.5                   	12.9                   	24                 	5.6  	194             	-104.462622  	42.296511  	3264 	-7.2          	13.4       	5.9       	0.842457
290                     	691.0                   	12.8                   	24                 	5.6  	194             	-104.462607  	42.296560  	3270 	-7.2          	13.4       	5.9       	0.842006
291                     	690.5                   	12.8                   	24                 	5.6  	194             	-104.462592  	42.296608  	3276 	-7.2          	13.3       	5.9       	0.841555
292                     	690.1                   	12.7                   	24                 	5.6  	194             	-104.462574  	42.296658  	3281 	-7.2          	13.3       	5.9       	0.841105
293                     	689.6                   	12.7                   	24                 	5.6  	194             	-104.462556  	42.296708  	3287 	-7.3          	13.2       	5.9       	0.840654
294                     	689.1                   	12.6                   	24                 	5.6  	194             	-104.462538  	42.296757  	3293 	-7.3          	13.2       	5.9       	0.840205
295                     	688.6                   	12.6                   	24                 	5.6  	194             	-104.462520  	42.296807  	3299 	-7.3          	13.1       	5.9       	0.839755
296                     	688.1                   	12.5                   	24                 	5.6  	194             	-104.462503  	42.296856  	3305 	-7.4          	13.1       	5.9       	0.839306
297                     	687.6                   	12.5                   	24                 	5.6  	194             	-104.462485  	42.296906  	3311 	-7.4          	13.0       	5.9       	0.838857
298                     	687.2                   	12.4                   	24                 	5.6  	194             	-104.462467  	42.296955  	3317 	-7.4          	13.0       	5.9       	0.838409
299                     	686.7                   	12.4                   	24                 	5.6  	194             	-104.462449  	42.297005  	3323 	-7.4          	12.9       	5.9       	0.837961
300                     	686.2                   	12.3                   	24                 	5.6  	194             	-104.462431  	42.297054  	3329 	-7.5          	12.9       	5.9       	0.837513
301                     	685.7                   	12.3                   	24                 	5.6  	194             	-104.462413  	42.297104  	3334 	-7.5          	12.8       	5.9       	0.837064
302                     	685.2                   	12.2                   	24                 	5.6  	193             	-104.462395  	42.297153  	3340 	-7.5          	12.8       	5.9       	0.836625
303                     	684.8                   	12.2                   	24                 	5.6  	193             	-104.462378  	42.297203  	3346 	-7.5          	12.7       	5.9       	0.836202
304                     	684.3                   	12.1                   	24                 	5.6  	193             	-104.462360  	42.297252  	3352 	-7.5          	12.7       	5.9       	0.835778
305                     	683.8                   	12.1                   	25                 	5.6  	193             	-104.462342  	42.297302  	3358 	-7.5          	12.6       	5.9       	0.835355
306                     	683.3                   	12.0                   	25                 	5.6  	193             	-104.462324  	42.297352  	3364 	-7.6          	12.6       	5.9       	0.834933
307                     	682.8                   	12.0                   	25                 	5.6  	193             	-104.462306  	42.297401  	3370 	-7.6          	12.5       	5.9       	0.834510
308                     	682.4                   	11.9                   	25                 	5.6  	193             	-104.462288  	42.297451  	3376 	-7.6          	12.4       	5.9       	0.834087
309                     	681.9                   	11.8                   	25                 	5.6  	193             	-104.462271  	42.297500  	3381 	-7.6          	12.4       	5.9       	0.833664
310                     	681.4                   	11.8                   	25                 	5.6  	193             	-104.462253  	42.297550  	3387 	-7.6          	12.3       	5.9       	0.833241
311                     	680.9                   	11.7                   	25                 	5.6  	193             	-104.462235  	42.297599  	3393 	-7.7          	12.3       	5.9       	0.832819
312                     	680.4                   	11.7                   	25                 	5.6  	194             	-104.462217  	42.297649  	3399 	-7.7          	12.2       	5.9       	0.832397
313                     	680.0                   	11.6                   	25                 	5.6  	194             	-104.462199  	42.297698  	3405 	-7.7          	12.2       	5.9       	0.831975
314                     	679.5                   	11.6                   	25                 	5.6  	194             	-104.462181  	42.297748  	3411 	-7.7          	12.1       	5.9       	0.831553
315                     	679.0                   	11.5                   	25                 	5.6  	195             	-104.462164  	42.297797  	3417 	-7.7          	12.1       	5.9       	0.831131
316                     	678.5                   	11.5                   	25                 	5.6  	195             	-104.462146  	42.297847  	3423 	-7.7          	12.0       	5.9       	0.830686
317                     	678.1                   	11.4                   	25                 	5.7  	195             	-104.462128  	42.297897  	3429 	-7.6          	12.0       	5.9       	0.830239
318                     	677.6                   	11.4                   	26                 	5.7  	196             	-104.462110  	42.297946  	3434 	-7.6          	11.9       	5.9       	0.829793
319                     	677.1                   	11.3                   	26                 	5.7  	196             	-104.462092  	42.297996  	3440 	-7.5          	11.9       	5.9       	0.829329
320                     	676.6                   	11.3                   	26                 	5.7  	197             	-104.462074  	42.298045  	3446 	-7.5          	11.8       	5.9       	0.828864
321                     	676.1                   	11.2                   	26                 	5.7  	197             	-104.462056  	42.298095  	3452 	-7.5          	11.8       	5.9       	0.828400
322                     	675.6                   	11.2                   	26                 	5.7  	197             	-104.462026  	42.298142  	3458 	-7.4          	11.7       	6.1       	0.827936
323                     	675.1                   	11.1                   	26                 	5.7  	198             	-104.461982  	42.298185  	3464 	-7.4          	11.7       	6.3       	0.827472
324                     	674.6                   	11.1                   	27                 	5.7  	198             	-104.461938  	42.298229  	3471 	-7.3          	11.6       	6.3       	0.827009
325                     	674.1                   	11.0                   	27                 	5.7  	198             	-104.461894  	42.298273  	3477 	-7.3          	11.6       	6.3       	0.826519
326                     	673.6                   	11.0                   	27                 	5.8  	199             	-104.461850  	42.298317  	3483 	-7.3          	11.6       	6.3       	0.826030
327                     	673.1                   	10.9                   	27                 	5.8  	199             	-104.461806  	42.298361  	3490 	-7.2          	11.5       	6.3       	0.825541
328                     	672.6                   	10.9                   	27                 	5.8  	199             	-104.461762  	42.298405  	3496 	-7.2          	11.5       	6.3       	0.825052
329                     	672.1                   	10.8                   	27                 	5.8  	200             	-104.461718  	42.298449  	3502 	-7.2          	11.4       	6.3       	0.824577
330                     	671.6                   	10.8                   	28                 	5.8  	200             	-104.461674  	42.298492  	3509 	-7.1          	11.4       	6.3       	0.824115
331                     	671.1                   	10.7                   	28                 	5.8  	201             	-104.461630  	42.298536  	3515 	-7.1          	11.3       	6.3       	0.823653
332                     	670.6                   	10.7                   	28                 	5.8  	202             	-104.461586  	42.298580  	3521 	-7.1          	11.2       	6.3       	0.823191
333                     	670.0                   	10.6                   	28                 	5.8  	203             	-104.461542  	42.298624  	3528 	-7.0          	11.2       	6.3       	0.822729
334                     	669.5                   	10.6                   	28                 	5.8  	204             	-104.461498  	42.298668  	3534 	-7.0          	11.1       	6.3       	0.822268
335                     	669.0                   	10.5                   	28                 	5.9  	205             	-104.461454  	42.298712  	3540 	-7.0          	11.1       	6.3       	0.821807
336                     	668.5                   	10.5                   	29                 	5.9  	206             	-104.461410  	42.298756  	3547 	-6.9          	11.0       	6.3       	0.821346
337                     	668.0                   	10.4                   	29                 	5.9  	207             	-104.461366  	42.298799  	3553 	-6.9          	11.0       	6.3       	0.820885
338                     	667.5                   	10.3                   	29                 	6.0  	208             	-104.461322  	42.298843  	3559 	-6.9          	10.9       	6.3       	0.820424
339                     	667.0                   	10.3                   	29                 	6.0  	209             	-104.461278  	42.298887  	3566 	-6.8          	10.9       	6.3       	0.819963
340                     	666.5                   	10.2                   	29                 	6.0  	210             	-104.461234  	42.298931  	3572 	-6.8          	10.8       	6.3       	0.819503
341                     	666.0                   	10.2                   	30                 	6.0  	211             	-104.461190  	42.298975  	3578 	-6.8          	10.8       	6.3       	0.819043
342                     	665.5                   	10.1                   	30                 	6.0  	212             	-104.461146  	42.299019  	3585 	-6.8          	10.7       	6.3       	0.818584
343                     	665.0                   	10.1                   	30                 	6.1  	213             	-104.461102  	42.299062  	3591 	-6.8          	10.6       	6.3       	0.818128
344                     	664.5                   	10.0                   	30                 	6.1  	214             	-104.461058  	42.299106  	3597 	-6.8          	10.6       	6.3       	0.817672
345                     	664.0                   	9.9                    	30                 	6.1  	215             	-104.461014  	42.299150  	3604 	-6.8          	10.5       	6.3       	0.817217
346                     	663.5                   	9.9                    	30                 	6.1  	216             	-104.460970  	42.299194  	3610 	-6.8          	10.5       	6.3       	0.816762
347                     	663.0                   	9.8                    	30                 	6.1  	217             	-104.460926  	42.299238  	3616 	-6.8          	10.4       	6.3       	0.816307
348                     	662.4                   	9.8                    	30                 	6.1  	218             	-104.460882  	42.299282  	3623 	-6.7          	10.4       	6.3       	0.815853
349                     	661.9                   	9.7                    	31                 	6.2  	219             	-104.460838  	42.299326  	3629 	-6.7          	10.3       	6.3       	0.815396
350                     	661.4                   	9.7                    	31                 	6.2  	220             	-104.460794  	42.299369  	3635 	-6.7          	10.2       	6.3       	0.814940
351                     	660.9                   	9.6                    	31                 	6.2  	220             	-104.460750  	42.299413  	3642 	-6.7          	10.2       	6.3       	0.814484
352                     	660.4                   	9.5                    	31                 	6.3  	221             	-104.460706  	42.299457  	3648 	-6.7          	10.1       	6.3       	0.814029
353                     	659.9                   	9.5                    	31                 	6.3  	221             	-104.460646  	42.299499  	3654 	-6.7          	10.1       	6.4       	0.813573
354                     	659.4                   	9.4                    	31                 	6.3  	221             	-104.460585  	42.299541  	3661 	-6.7          	10.0       	6.4       	0.813118
355                     	658.9                   	9.4                    	31                 	6.4  	221             	-104.460523  	42.299583  	3667 	-6.7          	10.0       	6.4       	0.812659
356                     	658.4                   	9.3                    	31                 	6.4  	222             	-104.460462  	42.299625  	3674 	-6.7          	9.9        	6.4       	0.812204
357                     	657.9                   	9.2                    	32                 	6.5  	222             	-104.460400  	42.299667  	3680 	-6.7          	9.8        	6.4       	0.811751
358                     	657.4                   	9.2                    	32                 	6.5  	222             	-104.460339  	42.299709  	3686 	-6.7          	9.8        	6.4       	0.811299
359                     	656.9                   	9.1                    	32                 	6.5  	223             	-104.460277  	42.299751  	3693 	-6.7          	9.7        	6.4       	0.810847
360                     	656.4                   	9.1                    	32                 	6.6  	223             	-104.460216  	42.299793  	3699 	-6.7          	9.7        	6.4       	0.810395
361                     	655.9                   	9.0                    	32                 	6.6  	223             	-104.460155  	42.299835  	3705 	-6.7          	9.6        	6.4       	0.809943
362                     	655.4                   	8.9                    	32                 	6.7  	223             	-104.460093  	42.299877  	3712 	-6.7          	9.5        	6.4       	0.809491
363                     	654.9                   	8.9                    	32                 	6.7  	224             	-104.460032  	42.299919  	3718 	-6.7          	9.5        	6.4       	0.809040
364                     	654.4                   	8.8                    	33                 	6.7  	224             	-104.459970  	42.299961  	3725 	-6.7          	9.4        	6.4       	0.808588
365                     	653.9                   	8.8                    	33                 	6.8  	224             	-104.459909  	42.300003  	3731 	-6.7          	9.4        	6.4       	0.808137
366                     	653.4                   	8.7                    	33                 	6.8  	225             	-104.459847  	42.300044  	3737 	-6.7          	9.3        	6.4       	0.807686
367                     	652.9                   	8.6                    	33                 	6.9  	225             	-104.459786  	42.300086  	3744 	-6.7          	9.2        	6.4       	0.807235
368                     	652.4                   	8.6                    	33                 	6.9  	225             	-104.459725  	42.300128  	3750 	-6.7          	9.2        	6.4       	0.806784
369                     	651.8                   	8.5                    	33                 	6.9  	225             	-104.459663  	42.300170  	3757 	-6.7          	9.1        	6.4       	0.806334
370                     	651.3                   	8.5                    	33                 	7.0  	226             	-104.459602  	42.300212  	3763 	-6.7          	9.1        	6.4       	0.805885
371                     	650.8                   	8.4                    	34                 	7.0  	226             	-104.459540  	42.300254  	3769 	-6.6          	9.0        	6.4       	0.805437
372                     	650.3                   	8.3                    	34                 	7.0  	226             	-104.459479  	42.300296  	3776 	-6.6          	9.0        	6.4       	0.804989
373                     	649.8                   	8.3                    	34                 	7.0  	227             	-104.459417  	42.300338  	3782 	-6.6          	8.9        	6.4       	0.804541
374                     	649.3                   	8.2                    	34                 	7.0  	227             	-104.459356  	42.300380  	3788 	-6.6          	8.8        	6.4       	0.804093
375                     	648.8                   	8.2                    	34                 	7.0  	227             	-104.459295  	42.300422  	3795 	-6.6          	8.8        	6.4       	0.803645
376                     	648.3                   	8.1                    	35                 	6.9  	228             	-104.459233  	42.300464  	3801 	-6.6          	8.7        	6.4       	0.803197
377                     	647.8                   	8.0                    	35                 	6.9  	228             	-104.459172  	42.300506  	3808 	-6.6          	8.7        	6.4       	0.802750
378                     	647.3                   	8.0                    	35                 	6.9  	228             	-104.459110  	42.300548  	3814 	-6.5          	8.6        	6.4       	0.802303
379                     	646.8                   	7.9                    	35                 	6.9  	229             	-104.459049  	42.300590  	3820 	-6.5          	8.5        	6.4       	0.801861
380                     	646.3                   	7.9                    	35                 	6.9  	229             	-104.458987  	42.300632  	3827 	-6.5          	8.5        	6.4       	0.801419
381                     	645.8                   	7.8                    	35                 	6.9  	229             	-104.458926  	42.300674  	3833 	-6.5          	8.4        	6.4       	0.800978
382                     	645.4                   	7.7                    	36                 	6.9  	230             	-104.458865  	42.300716  	3839 	-6.5          	8.4        	6.4       	0.800537
383                     	644.9                   	7.7                    	36                 	6.9  	230             	-104.458795  	42.300755  	3846 	-6.5          	8.3        	6.3       	0.800090
384                     	644.4                   	7.6                    	36                 	6.9  	230             	-104.458716  	42.300792  	3852 	-6.4          	8.2        	6.2       	0.799642
385                     	643.9                   	7.6                    	36                 	6.9  	231             	-104.458636  	42.300829  	3858 	-6.4          	8.2        	6.2       	0.799210
386                     	643.4                   	7.5                    	36                 	6.9  	231             	-104.458557  	42.300867  	3864 	-6.4          	8.1        	6.2       	0.798778
387                     	642.9                   	7.5                    	37                 	6.9  	231             	-104.458477  	42.300904  	3870 	-6.4          	8.1        	6.2       	0.798346
388                     	642.4                   	7.4                    	37                 	6.9  	232             	-104.458398  	42.300941  	3877 	-6.3          	8.0        	6.2       	0.797915
389                     	642.0                   	7.3                    	37                 	6.9  	232             	-104.458319  	42.300978  	3883 	-6.3          	8.0        	6.2       	0.797484
390                     	641.5                   	7.3                    	37                 	6.9  	232             	-104.458239  	42.301015  	3889 	-6.3          	7.9        	6.2       	0.797053
391                     	641.0                   	7.2                    	38                 	6.9  	233             	-104.458160  	42.301052  	3895 	-6.3          	7.9        	6.2       	0.796622
392                     	640.5                   	7.2                    	38                 	7.0  	233             	-104.458080  	42.301089  	3901 	-6.2          	7.8        	6.2       	0.796191
393                     	640.1                   	7.1                    	38                 	7.0  	234             	-104.458001  	42.301126  	3907 	-6.2          	7.7        	6.2       	0.795760
394                     	639.6                   	7.0                    	38                 	7.1  	234             	-104.457922  	42.301163  	3913 	-6.2          	7.7        	6.2       	0.795330
395                     	639.1                   	7.0                    	38                 	7.1  	234             	-104.457842  	42.301200  	3920 	-6.2          	7.6        	6.2       	0.794900
396                     	638.6                   	6.9                    	39                 	7.2  	235             	-104.457763  	42.301237  	3926 	-6.2          	7.6        	6.2       	0.794468
397                     	638.1                   	6.9                    	39                 	7.2  	235             	-104.457683  	42.301274  	3932 	-6.1          	7.5        	6.2       	0.794033
398                     	637.7                   	6.8                    	39                 	7.3  	235             	-104.457604  	42.301311  	3938 	-6.1          	7.5        	6.2       	0.793598
399                     	637.2                   	6.8                    	39                 	7.3  	236             	-104.457525  	42.301348  	3944 	-6.1          	7.4        	6.2       	0.793163
400                     	636.7                   	6.7                    	39                 	7.4  	236             	-104.457445  	42.301385  	3950 	-6.1          	7.4        	6.2       	0.792728
401                     	636.2                   	6.7                    	40                 	7.4  	237             	-104.457366  	42.301423  	3957 	-6.1          	7.3        	6.2       	0.792294
402                     	635.8                   	6.6                    	40                 	7.5  	237             	-104.457287  	42.301460  	3963 	-6.0          	7.2        	6.2       	0.791860
403                     	635.3                   	6.5                    	40                 	7.5  	237             	-104.457207  	42.301497  	3969 	-6.0          	7.2        	6.2       	0.791425
404                     	634.8                   	6.5                    	40                 	7.6  	238             	-104.457128  	42.301534  	3975 	-6.0          	7.1        	6.2       	0.790991
405                     	634.3                   	6.4                    	40                 	7.7  	238             	-104.457048  	42.301571  	3981 	-6.0          	7.1        	6.2       	0.790557
406                     	633.9                   	6.4                    	41                 	7.7  	238             	-104.456969  	42.301608  	3987 	-6.0          	7.0        	6.2       	0.790123
407                     	633.4                   	6.3                    	41                 	7.8  	239             	-104.456890  	42.301645  	3993 	-6.0          	7.0        	6.2       	0.789689
408                     	632.9                   	6.3                    	41                 	7.8  	239             	-104.456810  	42.301682  	4000 	-5.9          	6.9        	6.2       	0.789256
409                     	632.4                   	6.2                    	41                 	7.9  	239             	-104.456731  	42.301719  	4006 	-5.9          	6.9        	6.2       	0.788821
410                     	632.0                   	6.2                    	41                 	7.9  	240             	-104.456651  	42.301756  	4012 	-5.9          	6.8        	6.2       	0.788380
411                     	631.5                   	6.1                    	42                 	7.9  	240             	-104.456572  	42.301793  	4018 	-5.9          	6.8        	6.2       	0.787938
412                     	631.0                   	6.0                    	42                 	7.9  	240             	-104.456493  	42.301830  	4024 	-5.9          	6.7        	6.2       	0.787497
413                     	630.5                   	6.0                    	42                 	8.0  	239             	-104.456413  	42.301867  	4030 	-5.9          	6.6        	6.2       	0.787056
414                     	630.1                   	5.9                    	42                 	8.0  	239             	-104.456329  	42.301903  	4037 	-5.9          	6.6        	6.3       	0.786615
415                     	629.6                   	5.9                    	42                 	8.0  	239             	-104.456240  	42.301938  	4043 	-5.9          	6.5        	6.4       	0.786152
416                     	629.1                   	5.8                    	42                 	8.0  	239             	-104.456151  	42.301973  	4049 	-5.9          	6.5        	6.4       	0.785688
